kabupaten_kota,periode,tahun,bulan,risiko_label,status_panen_raw,prob_aman_pct,prob_waspada_pct,prob_kritis_pct,faktor_dominan_bahasa,diagnosis_masalah,kategori_aksi,urgensi,batas_waktu,rekomendasi_card,detail_action_plan,langkah_aksi_utama,aktor_tindak_lanjut,output_diharapkan,indikator_pemicu,sifat_hujan,status_hth,status_kat,rasio_hujan_lag2,max_hth_lag2,rasio_kat_lag2,probabilitas_risiko_historis,FAKTOR_DOMINAN,skor_prioritas_aksi
LAMONGAN,Juli 2026,2026,7,Aman,✅ AMAN,50.5,49.4,0.1,KAT sangat rendah + HTH panjang,Potensi tekanan air/kekeringan,Antisipasi kekeringan/defisit air,Observasi Ketat,7–14 hari,"Prioritaskan pengecekan ketersediaan air, saluran irigasi, dan lahan rawan kering; validasi kondisi lapangan bersama penyuluh.","Indikator menunjukkan potensi tekanan air. Wilayah perlu dipantau untuk memastikan sawah tidak mengalami defisit air, terutama pada area tadah hujan atau area dengan akses irigasi terbatas.","1) Cek sumber air dan kondisi saluran irigasi.
2) Identifikasi area sawah rawan kering bersama penyuluh.
3) Koordinasikan distribusi air/pompanisasi bila diperlukan.
4) Update status wilayah setelah validasi lapangan.","Dinas Kab/Kota, Penyuluh/BPP, pengelola irigasi",Daftar lahan rawan kering dan status ketersediaan air,Sifat hujan: Normal; HTH: 15.0 hari (Sangat Panjang); Rasio KAT: 0.49 (Sangat Rendah); Prob. Waspada: 49.4%; Prob. Kritis: 0.1%,Normal,Sangat Panjang,Sangat Rendah,1.0,15.0,0.4864813027493974,0.3333333333333333,probabilitas_risiko_historis,2.5
MAGETAN,Juli 2026,2026,7,Aman,✅ AMAN,73.2,26.5,0.3,KAT sangat rendah + HTH panjang,Potensi tekanan air/kekeringan,Antisipasi kekeringan/defisit air,Observasi Ketat,7–14 hari,"Prioritaskan pengecekan ketersediaan air, saluran irigasi, dan lahan rawan kering; validasi kondisi lapangan bersama penyuluh.","Indikator menunjukkan potensi tekanan air. Wilayah perlu dipantau untuk memastikan sawah tidak mengalami defisit air, terutama pada area tadah hujan atau area dengan akses irigasi terbatas.","1) Cek sumber air dan kondisi saluran irigasi.
2) Identifikasi area sawah rawan kering bersama penyuluh.
3) Koordinasikan distribusi air/pompanisasi bila diperlukan.
4) Update status wilayah setelah validasi lapangan.","Dinas Kab/Kota, Penyuluh/BPP, pengelola irigasi",Daftar lahan rawan kering dan status ketersediaan air,Sifat hujan: Normal; HTH: 15.0 hari (Sangat Panjang); Rasio KAT: 0.46 (Sangat Rendah); Prob. Waspada: 26.5%; Prob. Kritis: 0.3%,Normal,Sangat Panjang,Sangat Rendah,1.0,15.0,0.4565349567714545,0.1904761904761904,probabilitas_risiko_historis,2.28
BATU,Juli 2026,2026,7,Aman,✅ AMAN,77.4,22.1,0.5,KAT sangat rendah + HTH panjang,Potensi tekanan air/kekeringan,Antisipasi kekeringan/defisit air,Observasi Ketat,7–14 hari,"Prioritaskan pengecekan ketersediaan air, saluran irigasi, dan lahan rawan kering; validasi kondisi lapangan bersama penyuluh.","Indikator menunjukkan potensi tekanan air. Wilayah perlu dipantau untuk memastikan sawah tidak mengalami defisit air, terutama pada area tadah hujan atau area dengan akses irigasi terbatas.","1) Cek sumber air dan kondisi saluran irigasi.
2) Identifikasi area sawah rawan kering bersama penyuluh.
3) Koordinasikan distribusi air/pompanisasi bila diperlukan.
4) Update status wilayah setelah validasi lapangan.","Dinas Kab/Kota, Penyuluh/BPP, pengelola irigasi",Daftar lahan rawan kering dan status ketersediaan air,Sifat hujan: Normal; HTH: 15.0 hari (Sangat Panjang); Rasio KAT: 0.48 (Sangat Rendah); Prob. Waspada: 22.1%; Prob. Kritis: 0.5%,Normal,Sangat Panjang,Sangat Rendah,1.0,15.0,0.4769482180861106,0.238095238095238,probabilitas_risiko_historis,2.25
NGAWI,Juli 2026,2026,7,Aman,✅ AMAN,99.2,0.8,0.1,KAT sangat rendah + HTH panjang,Potensi tekanan air/kekeringan,Antisipasi kekeringan/defisit air,Observasi Ketat,7–14 hari,"Prioritaskan pengecekan ketersediaan air, saluran irigasi, dan lahan rawan kering; validasi kondisi lapangan bersama penyuluh.","Indikator menunjukkan potensi tekanan air. Wilayah perlu dipantau untuk memastikan sawah tidak mengalami defisit air, terutama pada area tadah hujan atau area dengan akses irigasi terbatas.","1) Cek sumber air dan kondisi saluran irigasi.
2) Identifikasi area sawah rawan kering bersama penyuluh.
3) Koordinasikan distribusi air/pompanisasi bila diperlukan.
4) Update status wilayah setelah validasi lapangan.","Dinas Kab/Kota, Penyuluh/BPP, pengelola irigasi",Daftar lahan rawan kering dan status ketersediaan air,Sifat hujan: Normal; HTH: 15.0 hari (Sangat Panjang); Rasio KAT: 0.45 (Sangat Rendah); Prob. Waspada: 0.8%; Prob. Kritis: 0.1%,Normal,Sangat Panjang,Sangat Rendah,1.0,15.0,0.452355494843313,0.0952380952380952,probabilitas_risiko_historis,2.01
PACITAN,Juli 2026,2026,7,Aman,✅ AMAN,53.1,46.8,0.1,Hari tanpa hujan panjang,Kondisi relatif terkendali; tetap perlu monitoring rutin,Antisipasi kekeringan/defisit air,Rendah,Monitoring rutin,"Pantau pengecekan ketersediaan air, saluran irigasi, dan lahan rawan kering; validasi kondisi lapangan bersama penyuluh.","Indikator menunjukkan potensi tekanan air. Wilayah perlu dipantau untuk memastikan sawah tidak mengalami defisit air, terutama pada area tadah hujan atau area dengan akses irigasi terbatas. Karena status masih Aman, tindakan difokuskan pada monitoring rutin dan kesiapsiagaan, bukan intervensi prioritas.","1) Cek sumber air dan kondisi saluran irigasi.
2) Identifikasi area sawah rawan kering bersama penyuluh.
3) Koordinasikan distribusi air/pompanisasi bila diperlukan.
4) Update status wilayah setelah validasi lapangan.","Dinas Kab/Kota, Penyuluh/BPP, pengelola irigasi",Daftar lahan rawan kering dan status ketersediaan air,Sifat hujan: Normal; HTH: 15.0 hari (Sangat Panjang); Rasio KAT: 0.72 (Agak Rendah); Prob. Waspada: 46.8%; Prob. Kritis: 0.1%,Normal,Sangat Panjang,Agak Rendah,1.0,15.0,0.7196898507611653,0.3452380952380952,probabilitas_risiko_historis,1.47
SITUBONDO,Juli 2026,2026,7,Aman,✅ AMAN,60.0,38.4,1.6,Hari tanpa hujan panjang,Kondisi relatif terkendali; tetap perlu monitoring rutin,Antisipasi kekeringan/defisit air,Rendah,Monitoring rutin,"Pantau pengecekan ketersediaan air, saluran irigasi, dan lahan rawan kering; validasi kondisi lapangan bersama penyuluh.","Indikator menunjukkan potensi tekanan air. Wilayah perlu dipantau untuk memastikan sawah tidak mengalami defisit air, terutama pada area tadah hujan atau area dengan akses irigasi terbatas. Karena status masih Aman, tindakan difokuskan pada monitoring rutin dan kesiapsiagaan, bukan intervensi prioritas.","1) Cek sumber air dan kondisi saluran irigasi.
2) Identifikasi area sawah rawan kering bersama penyuluh.
3) Koordinasikan distribusi air/pompanisasi bila diperlukan.
4) Update status wilayah setelah validasi lapangan.","Dinas Kab/Kota, Penyuluh/BPP, pengelola irigasi",Daftar lahan rawan kering dan status ketersediaan air,Sifat hujan: Normal; HTH: 15.0 hari (Sangat Panjang); Rasio KAT: 0.54 (Rendah); Prob. Waspada: 38.4%; Prob. Kritis: 1.6%,Normal,Sangat Panjang,Rendah,1.0,15.0,0.5404980866705835,0.2619047619047619,total_hujan_lag2,1.46
BANGKALAN,Juli 2026,2026,7,Aman,✅ AMAN,57.3,42.0,0.7,Hari tanpa hujan panjang,Kondisi relatif terkendali; tetap perlu monitoring rutin,Antisipasi kekeringan/defisit air,Rendah,Monitoring rutin,"Pantau pengecekan ketersediaan air, saluran irigasi, dan lahan rawan kering; validasi kondisi lapangan bersama penyuluh.","Indikator menunjukkan potensi tekanan air. Wilayah perlu dipantau untuk memastikan sawah tidak mengalami defisit air, terutama pada area tadah hujan atau area dengan akses irigasi terbatas. Karena status masih Aman, tindakan difokuskan pada monitoring rutin dan kesiapsiagaan, bukan intervensi prioritas.","1) Cek sumber air dan kondisi saluran irigasi.
2) Identifikasi area sawah rawan kering bersama penyuluh.
3) Koordinasikan distribusi air/pompanisasi bila diperlukan.
4) Update status wilayah setelah validasi lapangan.","Dinas Kab/Kota, Penyuluh/BPP, pengelola irigasi",Daftar lahan rawan kering dan status ketersediaan air,Sifat hujan: Normal; HTH: 15.0 hari (Sangat Panjang); Rasio KAT: 0.71 (Agak Rendah); Prob. Waspada: 42.0%; Prob. Kritis: 0.7%,Normal,Sangat Panjang,Agak Rendah,1.0,15.0,0.705347045511388,0.3214285714285714,total_hujan_lag2,1.45
PONOROGO,Juli 2026,2026,7,Aman,✅ AMAN,62.2,36.5,1.4,Hari tanpa hujan panjang,Kondisi relatif terkendali; tetap perlu monitoring rutin,Antisipasi kekeringan/defisit air,Rendah,Monitoring rutin,"Pantau pengecekan ketersediaan air, saluran irigasi, dan lahan rawan kering; validasi kondisi lapangan bersama penyuluh.","Indikator menunjukkan potensi tekanan air. Wilayah perlu dipantau untuk memastikan sawah tidak mengalami defisit air, terutama pada area tadah hujan atau area dengan akses irigasi terbatas. Karena status masih Aman, tindakan difokuskan pada monitoring rutin dan kesiapsiagaan, bukan intervensi prioritas.","1) Cek sumber air dan kondisi saluran irigasi.
2) Identifikasi area sawah rawan kering bersama penyuluh.
3) Koordinasikan distribusi air/pompanisasi bila diperlukan.
4) Update status wilayah setelah validasi lapangan.","Dinas Kab/Kota, Penyuluh/BPP, pengelola irigasi",Daftar lahan rawan kering dan status ketersediaan air,Sifat hujan: Normal; HTH: 15.0 hari (Sangat Panjang); Rasio KAT: 0.59 (Rendah); Prob. Waspada: 36.5%; Prob. Kritis: 1.4%,Normal,Sangat Panjang,Rendah,1.0,15.0,0.5855741712682757,0.238095238095238,probabilitas_risiko_historis,1.44
NGANJUK,Juli 2026,2026,7,Aman,✅ AMAN,62.2,37.2,0.6,Hari tanpa hujan panjang,Kondisi relatif terkendali; tetap perlu monitoring rutin,Antisipasi kekeringan/defisit air,Rendah,Monitoring rutin,"Pantau pengecekan ketersediaan air, saluran irigasi, dan lahan rawan kering; validasi kondisi lapangan bersama penyuluh.","Indikator menunjukkan potensi tekanan air. Wilayah perlu dipantau untuk memastikan sawah tidak mengalami defisit air, terutama pada area tadah hujan atau area dengan akses irigasi terbatas. Karena status masih Aman, tindakan difokuskan pada monitoring rutin dan kesiapsiagaan, bukan intervensi prioritas.","1) Cek sumber air dan kondisi saluran irigasi.
2) Identifikasi area sawah rawan kering bersama penyuluh.
3) Koordinasikan distribusi air/pompanisasi bila diperlukan.
4) Update status wilayah setelah validasi lapangan.","Dinas Kab/Kota, Penyuluh/BPP, pengelola irigasi",Daftar lahan rawan kering dan status ketersediaan air,Sifat hujan: Normal; HTH: 15.0 hari (Sangat Panjang); Rasio KAT: 0.68 (Agak Rendah); Prob. Waspada: 37.2%; Prob. Kritis: 0.6%,Normal,Sangat Panjang,Agak Rendah,1.0,15.0,0.675397447095558,0.2857142857142857,probabilitas_risiko_historis,1.4
MOJOKERTO,Juli 2026,2026,7,Aman,✅ AMAN,63.6,36.4,0.1,Hari tanpa hujan panjang,Kondisi relatif terkendali; tetap perlu monitoring rutin,Antisipasi kekeringan/defisit air,Rendah,Monitoring rutin,"Pantau pengecekan ketersediaan air, saluran irigasi, dan lahan rawan kering; validasi kondisi lapangan bersama penyuluh.","Indikator menunjukkan potensi tekanan air. Wilayah perlu dipantau untuk memastikan sawah tidak mengalami defisit air, terutama pada area tadah hujan atau area dengan akses irigasi terbatas. Karena status masih Aman, tindakan difokuskan pada monitoring rutin dan kesiapsiagaan, bukan intervensi prioritas.","1) Cek sumber air dan kondisi saluran irigasi.
2) Identifikasi area sawah rawan kering bersama penyuluh.
3) Koordinasikan distribusi air/pompanisasi bila diperlukan.
4) Update status wilayah setelah validasi lapangan.","Dinas Kab/Kota, Penyuluh/BPP, pengelola irigasi",Daftar lahan rawan kering dan status ketersediaan air,Sifat hujan: Normal; HTH: 15.0 hari (Sangat Panjang); Rasio KAT: 0.62 (Rendah); Prob. Waspada: 36.4%; Prob. Kritis: 0.1%,Normal,Sangat Panjang,Rendah,1.0,15.0,0.6161411967643499,0.3333333333333333,probabilitas_risiko_historis,1.37
JOMBANG,Juli 2026,2026,7,Aman,✅ AMAN,66.6,33.3,0.2,Hari tanpa hujan panjang,Kondisi relatif terkendali; tetap perlu monitoring rutin,Antisipasi kekeringan/defisit air,Rendah,Monitoring rutin,"Pantau pengecekan ketersediaan air, saluran irigasi, dan lahan rawan kering; validasi kondisi lapangan bersama penyuluh.","Indikator menunjukkan potensi tekanan air. Wilayah perlu dipantau untuk memastikan sawah tidak mengalami defisit air, terutama pada area tadah hujan atau area dengan akses irigasi terbatas. Karena status masih Aman, tindakan difokuskan pada monitoring rutin dan kesiapsiagaan, bukan intervensi prioritas.","1) Cek sumber air dan kondisi saluran irigasi.
2) Identifikasi area sawah rawan kering bersama penyuluh.
3) Koordinasikan distribusi air/pompanisasi bila diperlukan.
4) Update status wilayah setelah validasi lapangan.","Dinas Kab/Kota, Penyuluh/BPP, pengelola irigasi",Daftar lahan rawan kering dan status ketersediaan air,Sifat hujan: Normal; HTH: 15.0 hari (Sangat Panjang); Rasio KAT: 0.65 (Rendah); Prob. Waspada: 33.3%; Prob. Kritis: 0.2%,Normal,Sangat Panjang,Rendah,1.0,15.0,0.6451390849537924,0.2857142857142857,probabilitas_risiko_historis,1.34
BANYUWANGI,Juli 2026,2026,7,Aman,✅ AMAN,75.9,22.5,1.6,Hari tanpa hujan panjang,Kondisi relatif terkendali; tetap perlu monitoring rutin,Antisipasi kekeringan/defisit air,Rendah,Monitoring rutin,"Pantau pengecekan ketersediaan air, saluran irigasi, dan lahan rawan kering; validasi kondisi lapangan bersama penyuluh.","Indikator menunjukkan potensi tekanan air. Wilayah perlu dipantau untuk memastikan sawah tidak mengalami defisit air, terutama pada area tadah hujan atau area dengan akses irigasi terbatas. Karena status masih Aman, tindakan difokuskan pada monitoring rutin dan kesiapsiagaan, bukan intervensi prioritas.","1) Cek sumber air dan kondisi saluran irigasi.
2) Identifikasi area sawah rawan kering bersama penyuluh.
3) Koordinasikan distribusi air/pompanisasi bila diperlukan.
4) Update status wilayah setelah validasi lapangan.","Dinas Kab/Kota, Penyuluh/BPP, pengelola irigasi",Daftar lahan rawan kering dan status ketersediaan air,Sifat hujan: Normal; HTH: 15.0 hari (Sangat Panjang); Rasio KAT: 0.55 (Rendah); Prob. Waspada: 22.5%; Prob. Kritis: 1.6%,Normal,Sangat Panjang,Rendah,1.0,15.0,0.5503535530087511,0.238095238095238,probabilitas_risiko_historis,1.31
SIDOARJO,Juli 2026,2026,7,Aman,✅ AMAN,79.2,20.1,0.7,Hari tanpa hujan panjang,Kondisi relatif terkendali; tetap perlu monitoring rutin,Antisipasi kekeringan/defisit air,Rendah,Monitoring rutin,"Pantau pengecekan ketersediaan air, saluran irigasi, dan lahan rawan kering; validasi kondisi lapangan bersama penyuluh.","Indikator menunjukkan potensi tekanan air. Wilayah perlu dipantau untuk memastikan sawah tidak mengalami defisit air, terutama pada area tadah hujan atau area dengan akses irigasi terbatas. Karena status masih Aman, tindakan difokuskan pada monitoring rutin dan kesiapsiagaan, bukan intervensi prioritas.","1) Cek sumber air dan kondisi saluran irigasi.
2) Identifikasi area sawah rawan kering bersama penyuluh.
3) Koordinasikan distribusi air/pompanisasi bila diperlukan.
4) Update status wilayah setelah validasi lapangan.","Dinas Kab/Kota, Penyuluh/BPP, pengelola irigasi",Daftar lahan rawan kering dan status ketersediaan air,Sifat hujan: Normal; HTH: 15.0 hari (Sangat Panjang); Rasio KAT: 0.83 (Mendekati Normal); Prob. Waspada: 20.1%; Prob. Kritis: 0.7%,Normal,Sangat Panjang,Mendekati Normal,1.0,15.0,0.8257820242496536,0.238095238095238,probabilitas_risiko_historis,1.24
SAMPANG,Juli 2026,2026,7,Aman,✅ AMAN,84.2,14.8,1.0,Hari tanpa hujan panjang,Kondisi relatif terkendali; tetap perlu monitoring rutin,Antisipasi kekeringan/defisit air,Rendah,Monitoring rutin,"Pantau pengecekan ketersediaan air, saluran irigasi, dan lahan rawan kering; validasi kondisi lapangan bersama penyuluh.","Indikator menunjukkan potensi tekanan air. Wilayah perlu dipantau untuk memastikan sawah tidak mengalami defisit air, terutama pada area tadah hujan atau area dengan akses irigasi terbatas. Karena status masih Aman, tindakan difokuskan pada monitoring rutin dan kesiapsiagaan, bukan intervensi prioritas.","1) Cek sumber air dan kondisi saluran irigasi.
2) Identifikasi area sawah rawan kering bersama penyuluh.
3) Koordinasikan distribusi air/pompanisasi bila diperlukan.
4) Update status wilayah setelah validasi lapangan.","Dinas Kab/Kota, Penyuluh/BPP, pengelola irigasi",Daftar lahan rawan kering dan status ketersediaan air,Sifat hujan: Normal; HTH: 15.0 hari (Sangat Panjang); Rasio KAT: 0.68 (Agak Rendah); Prob. Waspada: 14.8%; Prob. Kritis: 1.0%,Normal,Sangat Panjang,Agak Rendah,1.0,15.0,0.678796675112423,0.2261904761904762,probabilitas_risiko_historis,1.2
MALANG,Juli 2026,2026,7,Aman,✅ AMAN,85.3,14.4,0.3,Hari tanpa hujan panjang,Kondisi relatif terkendali; tetap perlu monitoring rutin,Antisipasi kekeringan/defisit air,Rendah,Monitoring rutin,"Pantau pengecekan ketersediaan air, saluran irigasi, dan lahan rawan kering; validasi kondisi lapangan bersama penyuluh.","Indikator menunjukkan potensi tekanan air. Wilayah perlu dipantau untuk memastikan sawah tidak mengalami defisit air, terutama pada area tadah hujan atau area dengan akses irigasi terbatas. Karena status masih Aman, tindakan difokuskan pada monitoring rutin dan kesiapsiagaan, bukan intervensi prioritas.","1) Cek sumber air dan kondisi saluran irigasi.
2) Identifikasi area sawah rawan kering bersama penyuluh.
3) Koordinasikan distribusi air/pompanisasi bila diperlukan.
4) Update status wilayah setelah validasi lapangan.","Dinas Kab/Kota, Penyuluh/BPP, pengelola irigasi",Daftar lahan rawan kering dan status ketersediaan air,Sifat hujan: Normal; HTH: 15.0 hari (Sangat Panjang); Rasio KAT: 0.52 (Rendah); Prob. Waspada: 14.4%; Prob. Kritis: 0.3%,Normal,Sangat Panjang,Rendah,1.0,15.0,0.5171224620199059,0.2261904761904762,probabilitas_risiko_historis,1.16
SURABAYA,Juli 2026,2026,7,Aman,✅ AMAN,91.4,8.3,0.4,Hari tanpa hujan panjang,Kondisi relatif terkendali; tetap perlu monitoring rutin,Antisipasi kekeringan/defisit air,Rendah,Monitoring rutin,"Pantau pengecekan ketersediaan air, saluran irigasi, dan lahan rawan kering; validasi kondisi lapangan bersama penyuluh.","Indikator menunjukkan potensi tekanan air. Wilayah perlu dipantau untuk memastikan sawah tidak mengalami defisit air, terutama pada area tadah hujan atau area dengan akses irigasi terbatas. Karena status masih Aman, tindakan difokuskan pada monitoring rutin dan kesiapsiagaan, bukan intervensi prioritas.","1) Cek sumber air dan kondisi saluran irigasi.
2) Identifikasi area sawah rawan kering bersama penyuluh.
3) Koordinasikan distribusi air/pompanisasi bila diperlukan.
4) Update status wilayah setelah validasi lapangan.","Dinas Kab/Kota, Penyuluh/BPP, pengelola irigasi",Daftar lahan rawan kering dan status ketersediaan air,Sifat hujan: Normal; HTH: 15.0 hari (Sangat Panjang); Rasio KAT: 0.86 (Mendekati Normal); Prob. Waspada: 8.3%; Prob. Kritis: 0.4%,Normal,Sangat Panjang,Mendekati Normal,1.0,15.0,0.8635305108875477,0.238095238095238,probabilitas_risiko_historis,1.1
PASURUAN,Juli 2026,2026,7,Aman,✅ AMAN,92.3,7.5,0.2,Hari tanpa hujan panjang,Kondisi relatif terkendali; tetap perlu monitoring rutin,Antisipasi kekeringan/defisit air,Rendah,Monitoring rutin,"Pantau pengecekan ketersediaan air, saluran irigasi, dan lahan rawan kering; validasi kondisi lapangan bersama penyuluh.","Indikator menunjukkan potensi tekanan air. Wilayah perlu dipantau untuk memastikan sawah tidak mengalami defisit air, terutama pada area tadah hujan atau area dengan akses irigasi terbatas. Karena status masih Aman, tindakan difokuskan pada monitoring rutin dan kesiapsiagaan, bukan intervensi prioritas.","1) Cek sumber air dan kondisi saluran irigasi.
2) Identifikasi area sawah rawan kering bersama penyuluh.
3) Koordinasikan distribusi air/pompanisasi bila diperlukan.
4) Update status wilayah setelah validasi lapangan.","Dinas Kab/Kota, Penyuluh/BPP, pengelola irigasi",Daftar lahan rawan kering dan status ketersediaan air,Sifat hujan: Normal; HTH: 15.0 hari (Sangat Panjang); Rasio KAT: 0.86 (Mendekati Normal); Prob. Waspada: 7.5%; Prob. Kritis: 0.2%,Normal,Sangat Panjang,Mendekati Normal,1.0,15.0,0.8636834668720613,0.2857142857142857,probabilitas_risiko_historis,1.08
PAMEKASAN,Juli 2026,2026,7,Aman,✅ AMAN,92.0,7.9,0.1,Hari tanpa hujan panjang,Kondisi relatif terkendali; tetap perlu monitoring rutin,Antisipasi kekeringan/defisit air,Rendah,Monitoring rutin,"Pantau pengecekan ketersediaan air, saluran irigasi, dan lahan rawan kering; validasi kondisi lapangan bersama penyuluh.","Indikator menunjukkan potensi tekanan air. Wilayah perlu dipantau untuk memastikan sawah tidak mengalami defisit air, terutama pada area tadah hujan atau area dengan akses irigasi terbatas. Karena status masih Aman, tindakan difokuskan pada monitoring rutin dan kesiapsiagaan, bukan intervensi prioritas.","1) Cek sumber air dan kondisi saluran irigasi.
2) Identifikasi area sawah rawan kering bersama penyuluh.
3) Koordinasikan distribusi air/pompanisasi bila diperlukan.
4) Update status wilayah setelah validasi lapangan.","Dinas Kab/Kota, Penyuluh/BPP, pengelola irigasi",Daftar lahan rawan kering dan status ketersediaan air,Sifat hujan: Normal; HTH: 15.0 hari (Sangat Panjang); Rasio KAT: 0.59 (Rendah); Prob. Waspada: 7.9%; Prob. Kritis: 0.1%,Normal,Sangat Panjang,Rendah,1.0,15.0,0.588411033884881,0.2142857142857142,probabilitas_risiko_historis,1.08
GRESIK,Juli 2026,2026,7,Aman,✅ AMAN,92.2,7.6,0.1,Hari tanpa hujan panjang,Kondisi relatif terkendali; tetap perlu monitoring rutin,Antisipasi kekeringan/defisit air,Rendah,Monitoring rutin,"Pantau pengecekan ketersediaan air, saluran irigasi, dan lahan rawan kering; validasi kondisi lapangan bersama penyuluh.","Indikator menunjukkan potensi tekanan air. Wilayah perlu dipantau untuk memastikan sawah tidak mengalami defisit air, terutama pada area tadah hujan atau area dengan akses irigasi terbatas. Karena status masih Aman, tindakan difokuskan pada monitoring rutin dan kesiapsiagaan, bukan intervensi prioritas.","1) Cek sumber air dan kondisi saluran irigasi.
2) Identifikasi area sawah rawan kering bersama penyuluh.
3) Koordinasikan distribusi air/pompanisasi bila diperlukan.
4) Update status wilayah setelah validasi lapangan.","Dinas Kab/Kota, Penyuluh/BPP, pengelola irigasi",Daftar lahan rawan kering dan status ketersediaan air,Sifat hujan: Normal; HTH: 15.0 hari (Sangat Panjang); Rasio KAT: 0.54 (Rendah); Prob. Waspada: 7.6%; Prob. Kritis: 0.1%,Normal,Sangat Panjang,Rendah,1.0,15.0,0.5405691127038251,0.1428571428571428,probabilitas_risiko_historis,1.08
MADIUN,Juli 2026,2026,7,Aman,✅ AMAN,97.7,2.3,0.1,Hari tanpa hujan panjang,Kondisi relatif terkendali; tetap perlu monitoring rutin,Antisipasi kekeringan/defisit air,Rendah,Monitoring rutin,"Pantau pengecekan ketersediaan air, saluran irigasi, dan lahan rawan kering; validasi kondisi lapangan bersama penyuluh.","Indikator menunjukkan potensi tekanan air. Wilayah perlu dipantau untuk memastikan sawah tidak mengalami defisit air, terutama pada area tadah hujan atau area dengan akses irigasi terbatas. Karena status masih Aman, tindakan difokuskan pada monitoring rutin dan kesiapsiagaan, bukan intervensi prioritas.","1) Cek sumber air dan kondisi saluran irigasi.
2) Identifikasi area sawah rawan kering bersama penyuluh.
3) Koordinasikan distribusi air/pompanisasi bila diperlukan.
4) Update status wilayah setelah validasi lapangan.","Dinas Kab/Kota, Penyuluh/BPP, pengelola irigasi",Daftar lahan rawan kering dan status ketersediaan air,Sifat hujan: Normal; HTH: 15.0 hari (Sangat Panjang); Rasio KAT: 0.60 (Rendah); Prob. Waspada: 2.3%; Prob. Kritis: 0.1%,Normal,Sangat Panjang,Rendah,1.0,15.0,0.5965177167691019,0.1309523809523809,probabilitas_risiko_historis,1.03
LUMAJANG,Juli 2026,2026,7,Aman,✅ AMAN,99.9,0.1,0.1,Hari tanpa hujan panjang,Kondisi relatif terkendali; tetap perlu monitoring rutin,Antisipasi kekeringan/defisit air,Rendah,Monitoring rutin,"Pantau pengecekan ketersediaan air, saluran irigasi, dan lahan rawan kering; validasi kondisi lapangan bersama penyuluh.","Indikator menunjukkan potensi tekanan air. Wilayah perlu dipantau untuk memastikan sawah tidak mengalami defisit air, terutama pada area tadah hujan atau area dengan akses irigasi terbatas. Karena status masih Aman, tindakan difokuskan pada monitoring rutin dan kesiapsiagaan, bukan intervensi prioritas.","1) Cek sumber air dan kondisi saluran irigasi.
2) Identifikasi area sawah rawan kering bersama penyuluh.
3) Koordinasikan distribusi air/pompanisasi bila diperlukan.
4) Update status wilayah setelah validasi lapangan.","Dinas Kab/Kota, Penyuluh/BPP, pengelola irigasi",Daftar lahan rawan kering dan status ketersediaan air,Sifat hujan: Normal; HTH: 15.0 hari (Sangat Panjang); Rasio KAT: 0.56 (Rendah); Prob. Waspada: 0.1%; Prob. Kritis: 0.1%,Normal,Sangat Panjang,Rendah,1.0,15.0,0.5561502362719303,0.0476190476190476,probabilitas_risiko_historis,1.01
JEMBER,Juli 2026,2026,7,Aman,✅ AMAN,99.5,0.5,0.0,Hari tanpa hujan panjang,Kondisi relatif terkendali; tetap perlu monitoring rutin,Antisipasi kekeringan/defisit air,Rendah,Monitoring rutin,"Pantau pengecekan ketersediaan air, saluran irigasi, dan lahan rawan kering; validasi kondisi lapangan bersama penyuluh.","Indikator menunjukkan potensi tekanan air. Wilayah perlu dipantau untuk memastikan sawah tidak mengalami defisit air, terutama pada area tadah hujan atau area dengan akses irigasi terbatas. Karena status masih Aman, tindakan difokuskan pada monitoring rutin dan kesiapsiagaan, bukan intervensi prioritas.","1) Cek sumber air dan kondisi saluran irigasi.
2) Identifikasi area sawah rawan kering bersama penyuluh.
3) Koordinasikan distribusi air/pompanisasi bila diperlukan.
4) Update status wilayah setelah validasi lapangan.","Dinas Kab/Kota, Penyuluh/BPP, pengelola irigasi",Daftar lahan rawan kering dan status ketersediaan air,Sifat hujan: Normal; HTH: 15.0 hari (Sangat Panjang); Rasio KAT: 0.60 (Rendah); Prob. Waspada: 0.5%; Prob. Kritis: 0.0%,Normal,Sangat Panjang,Rendah,1.0,15.0,0.6045640135432938,0.1309523809523809,probabilitas_risiko_historis,1.0
